# ICS Core 100 Hz CSV | Run: ICS_SIM_20260401_120000
# Generated: 2026-04-10T18:23:51.129714Z
# Temp compensation: LM95172 reference, per-component polynomial models
# vib_*_raw_g: T-compensated, NO kinematic correction applied
# vib_*_corr_g: T-compensated + Euler + Coriolis + R-matrix
elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_magnitude_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps,rpm_source,drill_condition,condition_severity
108.3,3.667855,-12.438131,-0.930002,3.667855,-12.439682,-0.930002,13.002452,8.736662,9.494513,2.522699,143.197,859.1815,adxrs645,WHIRL,1.0
108.31,-11.865636,-4.368105,-2.440873,-11.865636,-4.366,-2.440873,12.876845,8.80317,9.429165,2.524148,155.725,934.3487,adxrs645,WHIRL,1.0
108.32,10.72902,7.728583,-1.202676,10.72902,7.769557,-1.202676,13.30129,8.796529,9.445913,2.520367,142.571,855.4236,adxrs645,WHIRL,1.0
108.33,-6.356713,-11.835106,-3.880131,-6.356713,-11.828124,-3.880131,13.977401,8.734211,9.517621,2.54748,146.747,880.4795,adxrs645,WHIRL,1.0
108.34,-12.169261,-5.253126,1.34493,-12.169261,-5.22489,1.34493,13.31162,8.791382,9.471901,2.548306,145.076,870.4575,adxrs645,WHIRL,1.0
108.35,6.546435,11.635596,0.132971,6.546435,11.623897,0.132971,13.341232,8.802747,9.460716,2.546129,141.109,846.6548,adxrs645,WHIRL,1.0
108.36,-0.398247,-13.415957,2.323087,-0.398247,-13.500293,2.323087,13.704498,8.802733,9.46853,2.556548,150.505,903.0304,adxrs645,WHIRL,1.0
108.37,2.536149,-13.151784,0.95575,2.536149,-13.246892,0.95575,13.521304,8.771385,9.506285,2.520644,158.857,953.1422,adxrs645,WHIRL,1.0
108.38,6.113395,10.808105,2.718842,6.113395,10.804138,2.718842,12.708073,8.728036,9.53603,2.517187,163.451,980.7039,adxrs645,WHIRL,1.0
108.39,-12.590806,-5.222709,2.499392,-12.590806,-5.189082,2.499392,13.845646,8.816279,9.464021,2.529365,150.296,901.7784,adxrs645,WHIRL,1.0
108.4,12.164694,5.256227,-4.296987,12.164694,5.268335,-4.296987,13.935538,8.813769,9.476776,2.564681,155.516,933.0984,adxrs645,WHIRL,1.0
108.41,13.558317,0.189116,3.458355,13.558317,0.208449,3.458355,13.993985,8.882349,9.429496,2.585742,150.923,905.5373,adxrs645,WHIRL,1.0
108.42,7.531841,10.40696,2.76012,7.531841,10.428564,2.76012,13.156817,8.828739,9.483722,2.59939,152.385,914.3071,adxrs645,WHIRL,1.0
108.43,-2.372803,11.505076,-0.931928,-2.372803,11.520236,-0.931928,11.798921,8.731474,9.553428,2.600516,148.0,887.9987,adxrs645,WHIRL,1.0
108.44,-12.168051,-2.860031,-1.343216,-12.168051,-2.874732,-1.343216,12.574967,8.814916,9.474243,2.599564,151.132,906.7909,adxrs645,WHIRL,1.0
108.45,-2.598099,11.925687,3.344244,-2.598099,11.936865,3.344244,12.665814,8.731333,9.541509,2.617191,152.802,916.8135,adxrs645,WHIRL,1.0
108.46,-10.116683,7.247885,1.116099,-10.116683,7.266806,1.116099,12.505975,8.760759,9.504149,2.619461,147.165,882.9883,adxrs645,WHIRL,1.0
108.47,-4.337029,12.519782,-1.53704,-4.337029,12.517923,-1.53704,13.336818,8.755874,9.529981,2.613475,149.67,898.0221,adxrs645,WHIRL,1.0
108.48,10.592708,-7.395879,3.691468,10.592708,-7.416258,3.691468,13.447427,8.815771,9.484712,2.637623,149.462,896.7696,adxrs645,WHIRL,1.0
108.49,8.670027,-10.58459,3.439718,8.670027,-10.573135,3.439718,14.099369,8.752651,9.543077,2.658801,154.055,924.3314,adxrs645,WHIRL,1.0
108.5,12.239769,3.196477,4.039723,12.239769,3.219245,4.039723,13.285137,8.760453,9.532581,2.67658,144.868,869.2085,adxrs645,WHIRL,1.0
108.51,-7.500015,-9.333379,-0.721281,-7.500015,-9.388474,-0.721281,12.03802,8.792437,9.493893,2.677165,150.088,900.5288,adxrs645,WHIRL,1.0
108.52,11.53306,5.543163,-2.607566,11.53306,5.493605,-2.607566,13.038043,8.840147,9.446335,2.661381,159.484,956.9051,adxrs645,WHIRL,1.0
108.53,-13.658271,-3.730769,0.105247,-13.658271,-3.741555,0.105247,14.161874,8.943149,9.37663,2.661396,155.726,934.3549,adxrs645,WHIRL,1.0
108.54,8.282981,10.29013,0.362141,8.282981,10.310492,0.362141,13.230463,8.971569,9.362083,2.654504,156.979,941.872,adxrs645,WHIRL,1.0
108.55,12.640154,4.114161,-1.728129,12.640154,4.147396,-1.728129,13.414948,9.015976,9.33819,2.659151,150.088,900.5298,adxrs645,WHIRL,1.0
108.56,-6.935387,-11.719116,2.877624,-6.935387,-11.727669,2.877624,13.925463,8.970359,9.396564,2.672416,151.55,909.2997,adxrs645,WHIRL,1.0
108.57,-0.870895,12.803327,2.304532,-0.870895,12.772531,2.304532,13.007955,8.894552,9.477267,2.681484,155.308,931.8504,adxrs645,WHIRL,1.0
108.58,10.052237,7.695395,-2.504472,10.052237,7.747864,-2.504472,12.936354,8.950857,9.421279,2.676678,157.605,945.6316,adxrs645,WHIRL,1.0
108.59,-9.58823,-9.982788,-0.02222,-9.58823,-9.897146,-0.02222,13.779991,8.897943,9.472163,2.665275,140.484,842.9017,adxrs645,WHIRL,1.0
108.6,12.311502,5.319253,0.200502,12.311502,5.2855,0.200502,13.399619,8.912772,9.452647,2.662773,143.616,861.6941,adxrs645,WHIRL,1.0
108.61,-13.256814,0.3721,-0.202453,-13.256814,0.335725,-0.202453,13.26261,8.923553,9.452586,2.662384,156.561,939.3684,adxrs645,WHIRL,1.0
108.62,7.130453,10.943775,2.287275,7.130453,10.972354,2.287275,13.284108,8.950997,9.425961,2.671358,148.418,890.5091,adxrs645,WHIRL,1.0
108.63,-1.068696,13.515383,0.456564,-1.068696,13.548534,0.456564,13.598284,8.868258,9.522606,2.671604,146.539,879.2341,adxrs645,WHIRL,1.0
108.64,0.380169,-13.017129,1.869627,0.380169,-13.004302,1.869627,13.143511,8.857732,9.543997,2.678089,143.825,862.9478,adxrs645,WHIRL,1.0
108.65,11.536966,3.936692,2.74952,11.536966,3.946101,2.74952,12.499327,8.882601,9.510679,2.691188,146.957,881.7402,adxrs645,WHIRL,1.0
108.66,-7.077174,9.930489,0.800372,-7.077174,9.874129,0.800372,12.174786,8.83661,9.552285,2.685583,142.99,857.937,adxrs645,WHIRL,1.0
108.67,11.956993,2.254641,3.548358,11.956993,2.198004,3.548358,12.664587,8.811022,9.554311,2.684527,160.529,963.1736,adxrs645,WHIRL,1.0
108.68,-0.476909,12.241021,-0.491141,-0.476909,12.265277,-0.491141,12.284368,8.808288,9.549564,2.684092,150.089,900.5332,adxrs645,WHIRL,1.0
108.69,7.647043,-9.827821,2.785332,7.647043,-9.831041,2.785332,12.762629,8.754996,9.595544,2.685146,149.462,896.775,adxrs645,WHIRL,1.0
108.7,10.004789,7.120943,1.012345,10.004789,7.094373,1.012345,12.306533,8.744266,9.591366,2.687021,153.221,919.3259,adxrs645,WHIRL,1.0
108.71,-1.44629,13.075771,-3.466553,-1.44629,13.056547,-3.466553,13.586102,8.706761,9.625491,2.677719,155.1,930.6016,adxrs645,WHIRL,1.0
108.72,-12.689799,-0.297813,0.138737,-12.689799,-0.306332,0.138737,12.694254,8.717272,9.625245,2.660324,154.892,929.349,adxrs645,WHIRL,1.0
108.73,8.027003,10.571352,-1.142046,8.027003,10.603894,-1.142046,13.348394,8.663714,9.68278,2.662702,155.1,930.6021,adxrs645,WHIRL,1.0
108.74,13.118057,-1.385222,-2.335224,13.118057,-1.341002,-2.335224,13.391601,8.762371,9.586933,2.661738,146.748,880.4896,adxrs645,WHIRL,1.0
108.75,10.830101,-6.883024,2.979229,10.830101,-6.895091,2.979229,13.179878,8.809851,9.547274,2.6781,148.419,890.5124,adxrs645,WHIRL,1.0
108.76,-12.349051,-0.535352,0.933347,-12.349051,-0.536043,0.933347,12.395868,8.852785,9.512337,2.662313,153.848,923.086,adxrs645,WHIRL,1.0
108.77,12.417337,-3.499023,-5.312619,12.417337,-3.482567,-5.312619,13.947848,8.882811,9.47665,2.538246,147.375,884.2488,adxrs645,WHIRL,1.0
108.78,-12.869954,4.546472,-3.282354,-12.869954,4.533277,-3.282354,14.034249,8.900696,9.471693,2.559364,150.089,900.5358,adxrs645,WHIRL,1.0
108.79,11.864703,6.392401,-8.294158,11.864703,6.36886,-8.294158,15.815391,8.975008,9.417507,2.67327,151.969,911.8115,adxrs645,WHIRL,1.0
108.8,12.300548,2.13779,2.145285,12.300548,2.175781,2.145285,12.674374,9.058847,9.337027,2.67596,154.057,924.34,adxrs645,WHIRL,1.0
108.81,-11.961915,4.579967,1.506476,-11.961915,4.599596,1.506476,12.903998,9.131102,9.267095,2.667754,141.111,846.6651,adxrs645,WHIRL,1.0
108.82,5.49016,11.180402,3.836293,5.49016,11.154645,3.836293,13.010961,9.062859,9.324652,2.678725,153.43,920.582,adxrs645,WHIRL,1.0
108.83,-6.632801,11.386377,2.63331,-6.632801,11.3731,2.63331,13.426682,9.002005,9.392538,2.681855,148.837,893.0201,adxrs645,WHIRL,1.0
108.84,2.836641,12.816511,1.331443,2.836641,12.787346,1.331443,13.165694,8.962665,9.417208,2.6683,153.848,923.0882,adxrs645,WHIRL,1.0
108.85,10.450749,-6.868885,-0.667484,10.450749,-6.901365,-0.667484,12.541632,9.002345,9.364325,2.662937,154.057,924.3414,adxrs645,WHIRL,1.0
108.86,2.176081,-11.834745,-0.092675,2.176081,-11.862176,-0.092675,12.060478,8.956414,9.391623,2.646165,158.233,949.3982,adxrs645,WHIRL,1.0
108.87,-6.775822,10.693679,-0.940763,-6.775822,10.688042,-0.940763,12.6898,8.961693,9.383469,2.634537,156.98,941.8815,adxrs645,WHIRL,1.0
108.88,-10.00165,5.81537,0.13399,-10.00165,5.811941,0.13399,11.568475,9.005097,9.312792,2.620013,156.771,940.629,adxrs645,WHIRL,1.0
108.89,-11.056243,-6.871993,-0.158359,-11.056243,-6.84837,-0.158359,13.006374,9.059169,9.251539,2.548403,157.189,943.1349,adxrs645,WHIRL,1.0
108.9,-12.734317,2.099284,4.053583,-12.734317,2.141414,4.053583,13.534401,9.13923,9.163571,2.569544,151.134,906.8031,adxrs645,WHIRL,1.0
108.91,8.891453,8.811582,2.396179,8.891453,8.816282,2.396179,12.748586,9.13273,9.161056,2.503628,150.09,900.5392,adxrs645,WHIRL,1.0
108.92,5.555192,-12.380628,-2.199979,5.555192,-12.393445,-2.199979,13.758544,9.057023,9.244275,2.498937,154.266,925.5961,adxrs645,WHIRL,1.0
108.93,-4.892389,11.667413,-4.843956,-4.892389,11.688738,-4.843956,13.565618,9.040366,9.252463,2.545448,153.431,920.5851,adxrs645,WHIRL,1.0
108.94,7.655577,10.701756,-0.410623,7.655577,10.716794,-0.410623,13.176727,9.054898,9.242194,2.531292,148.211,889.2644,adxrs645,WHIRL,1.0
108.95,7.953891,11.101279,-2.984546,7.953891,11.100492,-2.984546,13.978298,9.058919,9.251003,2.548749,152.178,913.0686,adxrs645,WHIRL,1.0
108.96,11.161225,6.056794,0.85802,11.161225,6.086244,0.85802,12.741723,9.029804,9.267447,2.549658,149.881,899.2876,adxrs645,WHIRL,1.0
108.97,10.962773,-7.221785,0.600362,10.962773,-7.237603,0.600362,13.150123,9.078666,9.210606,2.543095,145.496,872.9783,adxrs645,WHIRL,1.0
108.98,11.031551,-6.869865,-0.526154,11.031551,-6.899225,-0.526154,13.021953,9.110897,9.182797,2.542969,156.354,938.1262,adxrs645,WHIRL,1.0
108.99,-4.496799,11.710016,-1.579564,-4.496799,11.680243,-1.579564,12.615241,9.079433,9.218761,2.530899,150.508,903.0469,adxrs645,WHIRL,1.0
109.0,12.061986,2.244932,-0.195848,12.061986,2.269919,-0.195848,12.275276,9.113752,9.185053,2.529977,160.113,960.6779,adxrs645,WHIRL,1.0
109.01,-1.364876,-12.47948,0.403447,-1.364876,-12.41067,0.403447,12.492013,9.031876,9.257233,2.523843,141.947,851.6803,adxrs645,WHIRL,1.0
109.02,-1.280577,13.075078,-2.357899,-1.280577,13.068321,-2.357899,13.340937,8.999161,9.295561,2.514116,147.167,883.0009,adxrs645,WHIRL,1.0
109.03,-13.292484,-0.757061,-1.79295,-13.292484,-0.797304,-1.79295,13.436536,8.994236,9.294285,2.51971,150.299,901.7931,adxrs645,WHIRL,1.0
109.04,-10.312063,9.110921,-2.5673,-10.312063,9.085639,-2.5673,13.981362,9.016199,9.277636,2.517644,155.519,933.1136,adxrs645,WHIRL,1.0
109.05,0.134519,-12.742296,-3.861869,0.134519,-12.735806,-3.861869,13.309127,9.011574,9.291381,2.544446,151.969,911.8149,adxrs645,WHIRL,1.0
109.06,-4.122655,12.070221,0.748292,-4.122655,12.106623,0.748292,12.811188,8.947698,9.341187,2.50437,151.551,909.3088,adxrs645,WHIRL,1.0
109.07,-10.264769,7.585995,-3.757822,-10.264769,7.63472,-3.757822,13.333254,9.003774,9.292138,2.524886,144.452,866.7121,adxrs645,WHIRL,1.0
109.08,8.861049,-9.344997,-0.919095,8.861049,-9.355998,-0.919095,12.918886,8.966538,9.320421,2.523108,144.243,865.4589,adxrs645,WHIRL,1.0
109.09,11.81505,-5.836762,2.32133,11.81505,-5.838842,2.32133,13.38193,9.020371,9.267281,2.530964,151.76,910.5603,adxrs645,WHIRL,1.0
109.1,-12.049248,-2.978608,-1.041752,-12.049248,-2.961836,-1.041752,12.45159,9.07372,9.210633,2.498655,143.617,861.6996,adxrs645,WHIRL,1.0
109.11,-7.734118,9.650339,-5.038639,-7.734118,9.61866,-5.038639,13.331283,9.09033,9.184285,2.498601,147.793,886.7558,adxrs645,WHIRL,1.0
109.12,-13.092234,-3.026012,-4.494091,-13.092234,-3.026081,-4.494091,14.169002,9.169185,9.119403,2.534919,152.386,914.3175,adxrs645,WHIRL,1.0
109.13,-13.060055,1.806423,5.499885,-13.060055,1.780319,5.499885,14.282273,9.25745,9.020149,2.593894,144.66,867.9626,adxrs645,WHIRL,1.0
109.14,-6.875673,10.287914,3.889269,-6.875673,10.225129,3.889269,12.92109,9.27469,8.99334,2.606595,158.233,949.3957,adxrs645,WHIRL,1.0
109.15,1.919499,13.499434,-1.438364,1.919499,13.542385,-1.438364,13.753166,9.247076,9.026709,2.605014,156.144,936.867,adxrs645,WHIRL,1.0
109.16,12.301043,2.560638,-0.292425,12.301043,2.628096,-0.292425,12.582053,9.27693,8.992651,2.589222,142.363,854.1804,adxrs645,WHIRL,1.0
109.17,-8.907717,9.096307,2.909984,-8.907717,9.142962,2.909984,13.092333,9.298164,8.955063,2.599703,145.287,871.7195,adxrs645,WHIRL,1.0
109.18,12.416664,-4.939993,2.431298,12.416664,-4.923973,2.431298,13.576828,9.319572,8.949592,2.607546,138.605,831.629,adxrs645,WHIRL,1.0
109.19,-12.25023,-3.511767,4.090742,-12.25023,-3.573578,4.090742,13.400477,9.399637,8.865605,2.634557,146.33,877.9828,adxrs645,WHIRL,1.0
109.2,-3.942336,13.136879,1.455257,-3.942336,13.10297,1.455257,13.760364,9.32534,8.959357,2.636957,154.056,924.3365,adxrs645,WHIRL,1.0
109.21,-0.975128,-13.365766,-1.432623,-0.975128,-13.372411,-1.432623,13.484237,9.314179,8.971936,2.639064,147.792,886.7517,adxrs645,WHIRL,1.0
109.22,1.745664,-12.199008,-0.921472,1.745664,-12.17774,-0.921472,12.336685,9.306552,8.960333,2.628178,152.177,913.0603,adxrs645,WHIRL,1.0
109.23,4.314513,-10.939846,2.742922,4.314513,-10.938801,2.742922,12.074602,9.313597,8.955994,2.630519,142.363,854.1778,adxrs645,WHIRL,1.0
109.24,-13.353353,-2.347273,4.715058,-13.353353,-2.368228,4.715058,14.358005,9.346359,8.92786,2.669732,154.056,924.3348,adxrs645,WHIRL,1.0
109.25,9.756832,7.783933,-1.749995,9.756832,7.792341,-1.749995,12.608681,9.322237,8.95512,2.672935,147.165,882.9917,adxrs645,WHIRL,1.0
109.26,-1.550006,-13.489512,0.610986,-1.550006,-13.49696,0.610986,13.599403,9.285153,9.013205,2.669726,150.088,900.5305,adxrs645,WHIRL,1.0
109.27,-11.548716,-7.734537,-3.511772,-11.548716,-7.710831,-3.511772,14.323488,9.344375,8.960128,2.667462,149.671,898.0245,adxrs645,WHIRL,1.0
109.28,12.125436,1.124745,1.858419,12.125436,1.159462,1.858419,12.3217,9.332418,8.960385,2.609739,144.033,864.1984,adxrs645,WHIRL,1.0
109.29,4.148733,-12.478174,3.553323,4.148733,-12.510281,3.553323,13.650832,9.290474,9.003914,2.619719,144.242,865.4508,adxrs645,WHIRL,1.0
109.3,9.744435,8.1708,0.901472,9.744435,8.122118,0.901472,12.717526,9.334234,8.954479,2.619619,154.682,928.0905,adxrs645,WHIRL,1.0
109.31,-11.508815,5.784136,7.069113,-11.508815,5.75977,7.069113,14.683328,9.329765,8.962356,2.702323,151.967,911.8036,adxrs645,WHIRL,1.0
109.32,-13.212894,-1.16258,3.84703,-13.212894,-1.172446,3.84703,13.811403,9.361581,8.929385,2.726918,155.308,931.848,adxrs645,WHIRL,1.0
109.33,-4.246121,-11.677057,-3.362612,-4.246121,-11.660941,-3.362612,12.857459,9.349621,8.927186,2.720037,151.758,910.55,adxrs645,WHIRL,1.0
109.34,11.114703,-3.970736,0.880814,11.114703,-3.918896,0.880814,11.818215,9.336481,8.920495,2.718137,150.714,904.2856,adxrs645,WHIRL,1.0
109.35,12.449816,-3.315793,2.516252,12.449816,-3.283508,2.516252,13.119103,9.396345,8.850531,2.729727,141.736,850.415,adxrs645,WHIRL,1.0
109.36,-8.962138,9.132536,-1.526394,-8.962138,9.110526,-1.526394,12.870566,9.438904,8.794278,2.724104,148.626,891.7568,adxrs645,WHIRL,1.0
109.37,10.919243,-7.920804,2.48855,10.919243,-7.981773,2.48855,13.752507,9.498468,8.730499,2.733777,149.879,899.2731,adxrs645,WHIRL,1.0
109.38,-0.625862,-12.53494,4.535103,-0.625862,-12.577788,4.535103,13.385052,9.478981,8.754218,2.757768,160.11,960.6594,adxrs645,WHIRL,1.0
109.39,2.415932,-11.932203,-0.955135,2.415932,-11.940015,-0.955135,12.219369,9.398093,8.820017,2.748079,153.428,920.5697,adxrs645,WHIRL,1.0
109.4,0.658436,12.65308,-4.267882,0.658436,12.652412,-4.267882,13.369064,9.319265,8.894717,2.747625,157.604,945.625,adxrs645,WHIRL,1.0
109.41,-3.699026,12.431825,1.280393,-3.699026,12.480883,1.280393,13.080315,9.227526,8.98183,2.728779,152.802,916.8104,adxrs645,WHIRL,1.0
109.42,9.932356,8.298621,-3.53671,9.932356,8.330605,-3.53671,13.437224,9.250215,8.959895,2.737725,146.538,879.2265,adxrs645,WHIRL,1.0
109.43,13.192105,-2.933053,0.552481,13.192105,-2.940296,0.552481,13.527092,9.340797,8.890389,2.736696,150.505,903.029,adxrs645,WHIRL,1.0
109.44,-1.489993,-12.049367,1.726107,-1.489993,-12.029297,1.726107,12.243509,9.262401,8.966795,2.738842,151.34,908.0397,adxrs645,WHIRL,1.0
109.45,8.388706,10.586821,-3.506097,8.388706,10.610615,-3.506097,13.973126,9.296681,8.950105,2.740866,145.285,871.7086,adxrs645,WHIRL,1.0
109.46,12.325676,-2.472182,2.965598,12.325676,-2.478399,2.965598,12.917411,9.323305,8.923998,2.754603,147.999,887.9943,adxrs645,WHIRL,1.0
109.47,-8.078852,-10.750183,1.917782,-8.078852,-10.797634,1.917782,13.62111,9.348187,8.901496,2.756989,149.043,894.2578,adxrs645,WHIRL,1.0
109.48,-11.367275,-3.442775,1.801129,-11.367275,-3.422829,1.801129,12.00728,9.357281,8.87715,2.738094,158.021,948.1268,adxrs645,WHIRL,1.0
109.49,1.663223,-12.851442,1.280885,1.663223,-12.833291,1.280885,13.003858,9.318512,8.906897,2.719421,139.856,839.1349,adxrs645,WHIRL,1.0
109.5,0.268608,-12.962127,-0.702441,0.268608,-12.978294,-0.702441,13.000065,9.237817,8.995195,2.690166,155.933,935.5981,adxrs645,WHIRL,1.0
109.51,4.438377,-11.706343,-1.285448,4.438377,-11.656704,-1.285448,12.539151,9.218013,9.02169,2.692269,145.284,871.7063,adxrs645,WHIRL,1.0
109.52,-5.060253,-13.015468,0.334712,-5.060253,-13.04003,0.334712,13.991446,9.159569,9.098874,2.679821,143.196,859.1782,adxrs645,WHIRL,1.0
109.53,11.357845,5.224907,-4.414455,11.357845,5.168396,-4.414455,13.236327,9.128101,9.105858,2.715917,155.724,934.3439,adxrs645,WHIRL,1.0
109.54,5.748726,11.7128,-2.053874,5.748726,11.684965,-2.053874,13.183499,9.108602,9.122443,2.723431,153.427,920.563,adxrs645,WHIRL,1.0
109.55,-10.942809,-7.661888,3.894935,-10.942809,-7.677947,3.894935,13.923594,9.086603,9.145297,2.745709,156.35,938.1013,adxrs645,WHIRL,1.0
109.56,6.495778,-11.246513,-3.093099,6.495778,-11.272252,-3.093099,13.372586,9.083353,9.139569,2.748051,154.262,925.5732,adxrs645,WHIRL,1.0
109.57,2.680284,-12.981069,-6.765247,2.680284,-12.985956,-6.765247,14.885817,9.086889,9.142576,2.820702,160.526,963.1557,adxrs645,WHIRL,1.0
109.58,7.454839,10.524736,-1.095777,7.454839,10.573786,-1.095777,12.983848,9.061834,9.170848,2.811697,152.8,916.803,adxrs645,WHIRL,1.0
109.59,6.943309,11.328382,2.216422,6.943309,11.355706,2.216422,13.493484,9.037676,9.187733,2.820419,149.042,894.2528,adxrs645,WHIRL,1.0
109.6,13.856879,-2.314405,-2.165855,13.856879,-2.333956,-2.165855,14.217994,9.060021,9.175486,2.828652,151.548,909.2855,adxrs645,WHIRL,1.0
109.61,-12.304664,1.53017,0.255767,-12.304664,1.545718,0.255767,12.404008,9.046579,9.176727,2.828695,156.141,936.8458,adxrs645,WHIRL,1.0
109.62,-10.188449,8.367118,0.434274,-10.188449,8.415911,0.434274,13.221975,9.075804,9.149681,2.819767,146.119,876.713,adxrs645,WHIRL,1.0
109.63,11.833592,1.009668,-1.329483,11.833592,1.021048,-1.329483,11.951735,9.152001,9.04939,2.82253,146.745,880.4709,adxrs645,WHIRL,1.0
109.64,-3.849078,-11.932004,5.029375,-3.849078,-11.895301,5.029375,13.476208,9.160013,9.03412,2.860885,148.415,890.4925,adxrs645,WHIRL,1.0
109.65,-12.477734,2.514803,-6.399271,-12.477734,2.520825,-6.399271,14.247775,9.172337,9.029017,2.91866,139.646,837.8765,adxrs645,WHIRL,1.0
109.66,-12.008609,5.938989,1.627346,-12.008609,5.937002,1.627346,13.494553,9.223501,8.994479,2.922097,150.712,904.272,adxrs645,WHIRL,1.0
109.67,-9.431866,8.844203,0.179832,-9.431866,8.847048,0.179832,12.933008,9.194176,9.035211,2.900528,140.69,844.1396,adxrs645,WHIRL,1.0
109.68,9.579998,-8.250175,-1.510874,9.579998,-8.307578,-1.510874,12.770081,9.243828,8.99004,2.904046,149.877,899.2601,adxrs645,WHIRL,1.0
109.69,12.368048,-0.441625,4.585321,12.368048,-0.455888,4.585321,13.198546,9.294798,8.936241,2.926799,153.844,923.0619,adxrs645,WHIRL,1.0
109.7,-12.89557,3.109094,5.669089,-12.89557,3.08322,5.669089,14.420144,9.330341,8.91337,2.979478,147.371,884.2263,adxrs645,WHIRL,1.0
109.71,13.271078,2.312006,0.26951,13.271078,2.321027,0.26951,13.475211,9.42314,8.820278,2.959366,158.228,949.3686,adxrs645,WHIRL,1.0
109.72,-8.989188,9.507106,-0.039345,-8.989188,9.523209,-0.039345,13.095746,9.380475,8.871487,2.959336,142.778,856.6652,adxrs645,WHIRL,1.0
109.73,5.13668,-12.207835,-7.075495,5.13668,-12.249119,-7.075495,15.049552,9.360173,8.892652,3.040601,155.514,933.082,adxrs645,WHIRL,1.0
109.74,3.942464,12.660302,1.969962,3.942464,12.704396,1.969962,13.447135,9.276176,8.981943,3.038014,153.634,921.8069,adxrs645,WHIRL,1.0
109.75,9.749886,-8.322938,0.633848,9.749886,-8.349025,0.633848,12.85178,9.264185,8.994273,3.024035,141.525,849.1476,adxrs645,WHIRL,1.0
109.76,8.447517,-9.92861,-5.973155,8.447517,-9.975554,-5.973155,14.371875,9.22029,9.049264,3.081049,163.865,983.1901,adxrs645,WHIRL,1.0
109.77,-11.011359,-5.445023,-3.147045,-11.011359,-5.384813,-3.147045,12.655044,9.202409,9.05858,3.051174,149.458,896.7509,adxrs645,WHIRL,1.0
109.78,-10.845241,7.284135,-1.566145,-10.845241,7.339682,-1.566145,13.188745,9.176283,9.076953,3.037507,145.7,874.2012,adxrs645,WHIRL,1.0
109.79,12.002491,3.594909,0.930333,12.002491,3.604626,0.930333,12.566568,9.178075,9.061754,2.923555,142.986,857.9153,adxrs645,WHIRL,1.0
109.8,-2.545257,12.861801,-3.549131,-2.545257,12.838173,-3.549131,13.560728,9.098836,9.149657,2.937195,149.041,894.2442,adxrs645,WHIRL,1.0
109.81,-11.526911,-1.974004,-0.70626,-11.526911,-1.990992,-0.70626,11.718897,9.093219,9.140257,2.934179,149.249,895.4965,adxrs645,WHIRL,1.0
109.82,-1.53173,12.116386,1.444615,-1.53173,12.111652,1.444615,12.2933,9.077922,9.152429,2.912577,150.502,903.0124,adxrs645,WHIRL,1.0
109.83,-11.745146,-3.919119,2.320045,-11.745146,-3.93239,2.320045,12.601379,9.129525,9.090001,2.909912,148.623,891.7375,adxrs645,WHIRL,1.0
109.84,-12.410015,3.318273,-1.696718,-12.410015,3.314255,-1.696718,12.956528,9.209117,9.00571,2.911812,153.007,918.0443,adxrs645,WHIRL,1.0
109.85,10.846124,6.901794,1.065438,10.846124,6.957746,1.065438,12.929957,9.213688,9.006143,2.912996,148.205,889.2312,adxrs645,WHIRL,1.0
109.86,-9.164769,9.568205,1.500355,-9.164769,9.587413,1.500355,13.347754,9.256599,8.979014,2.916843,140.062,840.3746,adxrs645,WHIRL,1.0
109.87,-9.43969,-10.002279,-1.772866,-9.43969,-9.987249,-1.772866,13.85626,9.279902,8.970942,2.920711,149.458,896.7467,adxrs645,WHIRL,1.0
109.88,3.08545,12.894955,-5.665456,3.08545,12.892304,-5.665456,14.416272,9.231005,9.044453,2.975121,138.601,831.6048,adxrs645,WHIRL,1.0
109.89,-4.761375,12.143832,0.477626,-4.761375,12.113793,0.477626,13.024699,9.176914,9.099482,2.975462,151.546,909.2731,adxrs645,WHIRL,1.0
109.9,-4.731673,-11.838043,0.407759,-4.731673,-11.84856,0.407759,12.764928,9.10044,9.173799,2.948003,145.073,870.4384,adxrs645,WHIRL,1.0
109.91,-2.788259,-12.520743,1.543634,-2.788259,-12.576616,1.543634,12.974146,9.06119,9.21754,2.942301,150.919,905.5141,adxrs645,WHIRL,1.0
109.92,-11.879446,-5.633735,-0.701281,-11.879446,-5.633353,-0.701281,13.166157,9.12183,9.151197,2.934903,156.556,939.3369,adxrs645,WHIRL,1.0
109.93,13.009317,-1.861276,1.155129,13.009317,-1.85552,1.155129,13.191649,9.201133,9.078137,2.896957,145.282,871.6899,adxrs645,WHIRL,1.0
109.94,10.17053,8.669869,0.665828,10.17053,8.661247,0.665828,13.375358,9.225463,9.056172,2.897431,155.303,931.8197,adxrs645,WHIRL,1.0
109.95,-11.743841,4.35589,0.802465,-11.743841,4.33624,0.802465,12.54451,9.265835,8.998337,2.883135,147.787,886.7217,adxrs645,WHIRL,1.0
109.96,-5.20416,11.450362,-1.111383,-5.20416,11.439793,-1.111383,12.616946,9.213078,9.050322,2.884001,158.852,953.1149,adxrs645,WHIRL,1.0
